record_id,timestamp,hour,zone_id,zone_name,lead_deceleration_mps2,approaching_speed_kmh,inter_vehicle_distance_m,time_to_collision_sec,v2v_warning_latency_ms,driver_reaction_time_sec,road_friction_coeff,traffic_density,secondary_collision_risk,reroute_recommended,synthetic_label
SEC-007185,2026-03-21 04:24:00,4,BLR-KRPUR-03,KR Puram Hanging Bridge,6.88,57.6,125.4,7.84,6.86,2.04,0.76,0.51,MEDIUM,0,SYNTHETIC_V2V_COLLISION_RISK
SEC-007186,2026-02-27 22:49:00,22,BLR-BELLAN-06,Bellandur EcoSpace,9.28,28.6,90.3,11.37,8.19,1.14,0.69,0.32,HIGH,1,SYNTHETIC_V2V_COLLISION_RISK
SEC-007187,2026-01-06 18:46:00,18,BLR-BELLAN-06,Bellandur EcoSpace,8.87,30.0,132.0,15.84,8.12,0.72,0.65,0.94,HIGH,1,SYNTHETIC_V2V_COLLISION_RISK
SEC-007188,2026-03-10 15:07:00,15,BLR-ECITY-02,Electronic City Toll,4.36,77.4,106.8,4.97,10.56,1.76,0.68,0.82,HIGH,1,SYNTHETIC_V2V_COLLISION_RISK
SEC-007189,2026-02-13 21:14:00,21,BLR-ORR-08,Outer Ring Road Sarjapur Jn,6.05,64.7,123.4,6.87,8.51,1.46,0.4,0.49,MEDIUM,0,SYNTHETIC_V2V_COLLISION_RISK
SEC-007190,2026-01-13 01:35:00,1,BLR-KORAM-09,Koramangala Sony World Jn,3.78,64.5,125.4,7.0,10.62,1.83,0.44,0.53,MEDIUM,0,SYNTHETIC_V2V_COLLISION_RISK
SEC-007191,2026-03-06 23:47:00,23,BLR-INDIRA-10,Indiranagar 100ft Road,4.33,20.3,94.9,16.83,8.34,2.05,0.64,0.5,MEDIUM,0,SYNTHETIC_V2V_COLLISION_RISK
SEC-007192,2026-02-01 00:26:00,0,BLR-YESHW-12,Yeshwanthpur TTMC Circle,8.67,72.3,139.5,6.95,2.59,2.03,0.43,0.92,HIGH,1,SYNTHETIC_V2V_COLLISION_RISK
SEC-007193,2026-02-25 00:11:00,0,BLR-MGROAD-11,MG Road Brigade Jn,8.59,77.7,30.5,1.41,9.08,1.61,0.58,0.96,CRITICAL,1,SYNTHETIC_V2V_COLLISION_RISK
SEC-007194,2026-01-31 13:44:00,13,BLR-INDIRA-10,Indiranagar 100ft Road,7.6,66.5,86.6,4.69,9.79,1.11,0.38,0.6,HIGH,1,SYNTHETIC_V2V_COLLISION_RISK
SEC-007195,2026-03-24 02:28:00,2,BLR-ECITY-02,Electronic City Toll,10.55,32.9,94.4,10.33,9.0,1.36,0.38,0.81,HIGH,1,SYNTHETIC_V2V_COLLISION_RISK
SEC-007196,2026-01-26 10:36:00,10,BLR-ECITY-02,Electronic City Toll,9.5,26.5,72.2,9.81,5.06,1.06,0.53,0.58,HIGH,1,SYNTHETIC_V2V_COLLISION_RISK
SEC-007197,2026-03-13 23:14:00,23,BLR-MARATH-05,Marathahalli Bridge,7.52,52.8,114.4,7.8,9.6,1.88,0.47,0.37,MEDIUM,0,SYNTHETIC_V2V_COLLISION_RISK
SEC-007198,2026-02-19 16:53:00,16,BLR-HEBBL-04,Hebbal Flyover,5.92,37.7,62.0,5.92,9.71,1.72,0.82,0.77,HIGH,1,SYNTHETIC_V2V_COLLISION_RISK
SEC-007199,2026-03-07 10:56:00,10,BLR-BELLAN-06,Bellandur EcoSpace,4.55,80.9,126.8,5.64,9.09,0.86,0.39,0.44,MEDIUM,0,SYNTHETIC_V2V_COLLISION_RISK
SEC-007200,2026-02-11 00:15:00,0,BLR-YESHW-12,Yeshwanthpur TTMC Circle,5.72,56.3,36.3,2.32,3.47,1.53,0.69,0.57,HIGH,1,SYNTHETIC_V2V_COLLISION_RISK
SEC-007201,2026-02-17 14:23:00,14,BLR-SILK-01,Silk Board Junction,7.12,74.8,26.6,1.28,4.27,1.6,0.75,0.42,CRITICAL,1,SYNTHETIC_V2V_COLLISION_RISK
SEC-007202,2026-01-10 07:11:00,7,BLR-INDIRA-10,Indiranagar 100ft Road,10.56,37.1,77.7,7.54,8.4,1.21,0.73,0.89,HIGH,1,SYNTHETIC_V2V_COLLISION_RISK
SEC-007203,2026-01-23 16:46:00,16,BLR-YESHW-12,Yeshwanthpur TTMC Circle,5.19,62.7,11.3,0.65,6.75,2.01,0.53,0.35,CRITICAL,1,SYNTHETIC_V2V_COLLISION_RISK
SEC-007204,2026-01-23 23:55:00,23,BLR-KORAM-09,Koramangala Sony World Jn,7.22,62.2,115.4,6.68,7.0,1.16,0.6,0.7,HIGH,1,SYNTHETIC_V2V_COLLISION_RISK
SEC-007205,2026-01-17 08:49:00,8,BLR-KRPUR-03,KR Puram Hanging Bridge,4.82,32.6,87.3,9.64,2.57,0.78,0.84,0.25,MEDIUM,0,SYNTHETIC_V2V_COLLISION_RISK
SEC-007206,2026-01-12 06:25:00,6,BLR-YESHW-12,Yeshwanthpur TTMC Circle,2.94,31.3,32.8,3.77,8.52,1.4,0.74,0.5,MEDIUM,0,SYNTHETIC_V2V_COLLISION_RISK
SEC-007207,2026-01-25 18:43:00,18,BLR-KRPUR-03,KR Puram Hanging Bridge,10.35,68.8,24.9,1.3,3.53,1.6,0.84,0.57,CRITICAL,1,SYNTHETIC_V2V_COLLISION_RISK
SEC-007208,2026-03-30 01:55:00,1,BLR-MGROAD-11,MG Road Brigade Jn,8.5,72.1,74.4,3.71,4.56,1.97,0.71,0.76,CRITICAL,1,SYNTHETIC_V2V_COLLISION_RISK
SEC-007209,2026-03-02 01:01:00,1,BLR-KORAM-09,Koramangala Sony World Jn,2.56,32.5,106.4,11.79,6.56,1.39,0.65,0.33,LOW,0,SYNTHETIC_V2V_COLLISION_RISK
SEC-007210,2026-01-04 09:08:00,9,BLR-KRPUR-03,KR Puram Hanging Bridge,11.35,75.2,22.8,1.09,9.24,0.97,0.47,0.24,CRITICAL,1,SYNTHETIC_V2V_COLLISION_RISK
SEC-007211,2026-03-18 10:58:00,10,BLR-YESHW-12,Yeshwanthpur TTMC Circle,7.8,33.8,122.4,13.04,3.52,0.96,0.72,0.44,MEDIUM,0,SYNTHETIC_V2V_COLLISION_RISK
SEC-007212,2026-03-19 07:42:00,7,BLR-WFIELD-07,Whitefield ITPL Main Gate,3.18,36.0,26.4,2.64,5.77,0.92,0.67,0.28,HIGH,1,SYNTHETIC_V2V_COLLISION_RISK
SEC-007213,2026-02-28 14:56:00,14,BLR-HEBBL-04,Hebbal Flyover,5.4,58.9,41.6,2.54,8.12,2.07,0.72,0.89,HIGH,1,SYNTHETIC_V2V_COLLISION_RISK
SEC-007214,2026-01-26 05:03:00,5,BLR-KORAM-09,Koramangala Sony World Jn,2.92,58.6,139.3,8.56,5.9,1.96,0.66,0.78,MEDIUM,0,SYNTHETIC_V2V_COLLISION_RISK
SEC-007215,2026-01-24 07:53:00,7,BLR-ECITY-02,Electronic City Toll,9.59,79.7,28.6,1.29,6.5,1.49,0.56,0.75,CRITICAL,1,SYNTHETIC_V2V_COLLISION_RISK
SEC-007216,2026-02-08 08:53:00,8,BLR-KRPUR-03,KR Puram Hanging Bridge,2.76,81.1,110.8,4.92,6.31,1.81,0.78,0.77,MEDIUM,0,SYNTHETIC_V2V_COLLISION_RISK
SEC-007217,2026-01-05 23:28:00,23,BLR-BELLAN-06,Bellandur EcoSpace,6.09,49.7,43.0,3.11,6.7,2.08,0.48,0.92,HIGH,1,SYNTHETIC_V2V_COLLISION_RISK
SEC-007218,2026-02-09 04:15:00,4,BLR-HEBBL-04,Hebbal Flyover,9.65,42.6,75.4,6.37,8.86,2.0,0.84,0.8,HIGH,1,SYNTHETIC_V2V_COLLISION_RISK
SEC-007219,2026-03-29 15:10:00,15,BLR-MARATH-05,Marathahalli Bridge,6.9,22.7,104.7,16.6,10.05,1.1,0.41,0.32,MEDIUM,0,SYNTHETIC_V2V_COLLISION_RISK
SEC-007220,2026-03-29 03:09:00,3,BLR-WFIELD-07,Whitefield ITPL Main Gate,4.21,73.0,46.0,2.27,7.11,0.98,0.47,0.22,HIGH,1,SYNTHETIC_V2V_COLLISION_RISK
SEC-007221,2026-01-07 10:40:00,10,BLR-KRPUR-03,KR Puram Hanging Bridge,10.57,84.1,91.3,3.91,3.02,1.65,0.8,0.8,CRITICAL,1,SYNTHETIC_V2V_COLLISION_RISK
SEC-007222,2026-03-04 06:21:00,6,BLR-YESHW-12,Yeshwanthpur TTMC Circle,10.74,41.9,10.6,0.91,4.75,0.74,0.46,0.67,CRITICAL,1,SYNTHETIC_V2V_COLLISION_RISK
SEC-007223,2026-01-20 06:20:00,6,BLR-MARATH-05,Marathahalli Bridge,6.25,53.6,132.2,8.88,9.44,2.1,0.68,0.57,MEDIUM,0,SYNTHETIC_V2V_COLLISION_RISK
SEC-007224,2026-02-02 20:17:00,20,BLR-SILK-01,Silk Board Junction,3.46,33.2,12.3,1.33,7.06,0.99,0.56,0.77,CRITICAL,1,SYNTHETIC_V2V_COLLISION_RISK
SEC-007225,2026-02-09 15:13:00,15,BLR-MARATH-05,Marathahalli Bridge,3.88,46.0,63.4,4.96,2.98,1.06,0.39,0.57,MEDIUM,0,SYNTHETIC_V2V_COLLISION_RISK
SEC-007226,2026-02-09 03:12:00,3,BLR-BELLAN-06,Bellandur EcoSpace,11.24,78.0,139.2,6.42,8.26,1.61,0.75,0.17,HIGH,1,SYNTHETIC_V2V_COLLISION_RISK
SEC-007227,2026-02-12 00:24:00,0,BLR-SILK-01,Silk Board Junction,6.57,76.5,19.1,0.9,8.16,0.77,0.59,0.15,CRITICAL,1,SYNTHETIC_V2V_COLLISION_RISK
SEC-007228,2026-02-20 23:54:00,23,BLR-ORR-08,Outer Ring Road Sarjapur Jn,2.21,76.7,31.4,1.47,6.72,0.93,0.77,0.25,CRITICAL,1,SYNTHETIC_V2V_COLLISION_RISK
SEC-007229,2026-03-19 18:50:00,18,BLR-ECITY-02,Electronic City Toll,5.32,81.0,34.6,1.54,3.95,1.76,0.54,0.86,CRITICAL,1,SYNTHETIC_V2V_COLLISION_RISK
SEC-007230,2026-03-19 06:14:00,6,BLR-ECITY-02,Electronic City Toll,2.32,29.5,89.1,10.87,7.32,1.29,0.38,0.83,MEDIUM,0,SYNTHETIC_V2V_COLLISION_RISK
SEC-007231,2026-03-30 20:48:00,20,BLR-MARATH-05,Marathahalli Bridge,6.86,50.3,91.7,6.56,2.61,0.75,0.43,0.77,HIGH,1,SYNTHETIC_V2V_COLLISION_RISK
SEC-007232,2026-02-16 03:22:00,3,BLR-ORR-08,Outer Ring Road Sarjapur Jn,6.83,58.7,15.2,0.93,5.11,0.74,0.47,0.55,CRITICAL,1,SYNTHETIC_V2V_COLLISION_RISK
SEC-007233,2026-03-03 09:41:00,9,BLR-SILK-01,Silk Board Junction,9.32,81.0,60.0,2.67,11.82,1.61,0.67,0.68,CRITICAL,1,SYNTHETIC_V2V_COLLISION_RISK
SEC-007234,2026-01-08 22:32:00,22,BLR-SILK-01,Silk Board Junction,3.12,20.6,37.9,6.62,9.46,1.43,0.68,0.28,MEDIUM,0,SYNTHETIC_V2V_COLLISION_RISK
SEC-007235,2026-03-28 13:04:00,13,BLR-KRPUR-03,KR Puram Hanging Bridge,4.07,42.1,30.3,2.59,7.42,1.76,0.84,0.81,HIGH,1,SYNTHETIC_V2V_COLLISION_RISK
SEC-007236,2026-01-20 11:51:00,11,BLR-KORAM-09,Koramangala Sony World Jn,8.61,67.6,67.7,3.61,7.38,1.03,0.69,0.9,CRITICAL,1,SYNTHETIC_V2V_COLLISION_RISK
SEC-007237,2026-03-27 01:06:00,1,BLR-ECITY-02,Electronic City Toll,9.08,81.6,110.0,4.85,6.81,1.64,0.69,0.27,HIGH,1,SYNTHETIC_V2V_COLLISION_RISK
SEC-007238,2026-01-07 18:39:00,18,BLR-INDIRA-10,Indiranagar 100ft Road,10.49,59.0,139.9,8.54,2.91,1.92,0.8,0.69,HIGH,1,SYNTHETIC_V2V_COLLISION_RISK
SEC-007239,2026-01-28 05:55:00,5,BLR-ORR-08,Outer Ring Road Sarjapur Jn,4.26,46.0,108.5,8.49,2.81,1.07,0.74,0.81,MEDIUM,0,SYNTHETIC_V2V_COLLISION_RISK
SEC-007240,2026-01-29 01:34:00,1,BLR-INDIRA-10,Indiranagar 100ft Road,7.91,50.7,50.2,3.56,9.49,2.11,0.45,0.25,HIGH,1,SYNTHETIC_V2V_COLLISION_RISK
SEC-007241,2026-03-03 02:49:00,2,BLR-YESHW-12,Yeshwanthpur TTMC Circle,2.27,60.7,43.3,2.57,6.51,1.91,0.65,0.82,HIGH,1,SYNTHETIC_V2V_COLLISION_RISK
SEC-007242,2026-01-23 06:37:00,6,BLR-KRPUR-03,KR Puram Hanging Bridge,3.81,36.2,123.5,12.28,7.74,1.67,0.8,0.61,MEDIUM,0,SYNTHETIC_V2V_COLLISION_RISK
SEC-007243,2026-01-12 00:47:00,0,BLR-BELLAN-06,Bellandur EcoSpace,11.24,69.8,96.6,4.98,9.08,0.73,0.83,0.44,CRITICAL,1,SYNTHETIC_V2V_COLLISION_RISK
SEC-007244,2026-02-03 01:36:00,1,BLR-KRPUR-03,KR Puram Hanging Bridge,10.43,29.3,130.8,16.07,8.18,1.76,0.8,0.84,HIGH,1,SYNTHETIC_V2V_COLLISION_RISK
SEC-007245,2026-02-10 23:00:00,23,BLR-KRPUR-03,KR Puram Hanging Bridge,10.91,74.7,18.4,0.89,5.51,1.34,0.62,0.71,CRITICAL,1,SYNTHETIC_V2V_COLLISION_RISK
SEC-007246,2026-02-16 19:46:00,19,BLR-WFIELD-07,Whitefield ITPL Main Gate,6.37,23.6,69.6,10.62,6.18,2.14,0.78,0.68,MEDIUM,0,SYNTHETIC_V2V_COLLISION_RISK
SEC-007247,2026-03-09 09:55:00,9,BLR-WFIELD-07,Whitefield ITPL Main Gate,9.77,35.2,18.0,1.84,10.56,2.11,0.83,0.34,CRITICAL,1,SYNTHETIC_V2V_COLLISION_RISK
SEC-007248,2026-03-07 02:41:00,2,BLR-MGROAD-11,MG Road Brigade Jn,6.03,30.7,29.4,3.45,5.02,2.2,0.68,0.5,HIGH,1,SYNTHETIC_V2V_COLLISION_RISK
SEC-007249,2026-02-21 02:06:00,2,BLR-KORAM-09,Koramangala Sony World Jn,9.92,62.8,133.6,7.66,6.03,0.9,0.64,0.62,HIGH,1,SYNTHETIC_V2V_COLLISION_RISK
SEC-007250,2026-01-09 14:37:00,14,BLR-SILK-01,Silk Board Junction,6.45,52.3,37.4,2.57,5.5,2.17,0.8,0.84,HIGH,1,SYNTHETIC_V2V_COLLISION_RISK
SEC-007251,2026-03-20 11:40:00,11,BLR-INDIRA-10,Indiranagar 100ft Road,3.78,22.2,29.2,4.74,7.12,1.14,0.49,0.31,MEDIUM,0,SYNTHETIC_V2V_COLLISION_RISK
SEC-007252,2026-02-22 21:38:00,21,BLR-INDIRA-10,Indiranagar 100ft Road,7.3,30.3,138.0,16.4,4.17,1.0,0.62,0.55,MEDIUM,0,SYNTHETIC_V2V_COLLISION_RISK
SEC-007253,2026-01-22 19:25:00,19,BLR-YESHW-12,Yeshwanthpur TTMC Circle,6.62,37.5,50.8,4.88,5.68,1.75,0.45,0.68,HIGH,1,SYNTHETIC_V2V_COLLISION_RISK
SEC-007254,2026-02-22 13:59:00,13,BLR-YESHW-12,Yeshwanthpur TTMC Circle,3.08,22.7,51.6,8.18,5.54,1.76,0.72,0.19,MEDIUM,0,SYNTHETIC_V2V_COLLISION_RISK
SEC-007255,2026-03-15 20:36:00,20,BLR-HEBBL-04,Hebbal Flyover,6.81,27.5,22.0,2.88,7.57,1.51,0.4,0.26,HIGH,1,SYNTHETIC_V2V_COLLISION_RISK
SEC-007256,2026-02-05 22:49:00,22,BLR-HEBBL-04,Hebbal Flyover,2.84,36.7,73.9,7.25,7.95,0.76,0.79,0.49,MEDIUM,0,SYNTHETIC_V2V_COLLISION_RISK
SEC-007257,2026-02-10 09:14:00,9,BLR-ORR-08,Outer Ring Road Sarjapur Jn,10.72,76.7,94.6,4.44,6.42,2.15,0.79,0.7,CRITICAL,1,SYNTHETIC_V2V_COLLISION_RISK
SEC-007258,2026-03-27 21:49:00,21,BLR-KORAM-09,Koramangala Sony World Jn,4.78,24.5,38.5,5.66,6.33,1.42,0.85,0.29,MEDIUM,0,SYNTHETIC_V2V_COLLISION_RISK
SEC-007259,2026-03-18 02:48:00,2,BLR-HEBBL-04,Hebbal Flyover,10.49,22.2,18.0,2.92,7.04,0.99,0.66,0.49,HIGH,1,SYNTHETIC_V2V_COLLISION_RISK
SEC-007260,2026-02-16 12:24:00,12,BLR-MARATH-05,Marathahalli Bridge,11.18,50.8,122.9,8.71,2.61,2.07,0.82,0.97,HIGH,1,SYNTHETIC_V2V_COLLISION_RISK
SEC-007261,2026-01-07 11:13:00,11,BLR-HEBBL-04,Hebbal Flyover,9.98,63.4,40.2,2.28,7.18,1.1,0.84,0.49,CRITICAL,1,SYNTHETIC_V2V_COLLISION_RISK
SEC-007262,2026-01-10 11:21:00,11,BLR-INDIRA-10,Indiranagar 100ft Road,8.03,30.5,112.9,13.33,2.73,2.03,0.74,0.29,MEDIUM,0,SYNTHETIC_V2V_COLLISION_RISK
SEC-007263,2026-02-18 09:04:00,9,BLR-ECITY-02,Electronic City Toll,11.14,40.3,65.1,5.82,9.44,1.09,0.58,0.18,HIGH,1,SYNTHETIC_V2V_COLLISION_RISK
SEC-007264,2026-01-14 11:50:00,11,BLR-MARATH-05,Marathahalli Bridge,4.34,80.1,36.6,1.64,10.96,2.14,0.68,0.2,CRITICAL,1,SYNTHETIC_V2V_COLLISION_RISK
SEC-007265,2026-01-21 00:17:00,0,BLR-MARATH-05,Marathahalli Bridge,7.88,71.1,104.2,5.28,11.45,1.31,0.85,0.55,HIGH,1,SYNTHETIC_V2V_COLLISION_RISK
SEC-007266,2026-03-10 21:29:00,21,BLR-WFIELD-07,Whitefield ITPL Main Gate,8.31,22.0,39.6,6.48,3.68,1.89,0.72,0.38,HIGH,1,SYNTHETIC_V2V_COLLISION_RISK
SEC-007267,2026-01-09 18:30:00,18,BLR-BELLAN-06,Bellandur EcoSpace,2.49,37.0,138.8,13.5,6.03,0.78,0.57,0.55,LOW,0,SYNTHETIC_V2V_COLLISION_RISK
SEC-007268,2026-03-03 08:42:00,8,BLR-INDIRA-10,Indiranagar 100ft Road,2.32,65.8,86.5,4.73,7.74,1.44,0.49,0.43,MEDIUM,0,SYNTHETIC_V2V_COLLISION_RISK
SEC-007269,2026-01-16 05:26:00,5,BLR-BELLAN-06,Bellandur EcoSpace,9.97,58.7,46.9,2.88,4.96,1.21,0.54,0.94,CRITICAL,1,SYNTHETIC_V2V_COLLISION_RISK
SEC-007270,2026-02-15 20:57:00,20,BLR-YESHW-12,Yeshwanthpur TTMC Circle,10.42,37.5,103.0,9.89,3.09,1.63,0.46,0.74,HIGH,1,SYNTHETIC_V2V_COLLISION_RISK
SEC-007271,2026-01-29 05:16:00,5,BLR-WFIELD-07,Whitefield ITPL Main Gate,10.45,81.8,41.4,1.82,6.04,1.17,0.38,0.82,CRITICAL,1,SYNTHETIC_V2V_COLLISION_RISK
SEC-007272,2026-01-21 08:27:00,8,BLR-MGROAD-11,MG Road Brigade Jn,3.52,30.7,75.0,8.79,4.76,1.26,0.67,0.4,MEDIUM,0,SYNTHETIC_V2V_COLLISION_RISK
SEC-007273,2026-03-18 05:21:00,5,BLR-SILK-01,Silk Board Junction,8.56,32.9,15.0,1.64,3.26,1.2,0.8,0.5,CRITICAL,1,SYNTHETIC_V2V_COLLISION_RISK
SEC-007274,2026-02-24 23:22:00,23,BLR-MGROAD-11,MG Road Brigade Jn,10.72,64.6,37.4,2.08,2.89,1.77,0.44,0.67,CRITICAL,1,SYNTHETIC_V2V_COLLISION_RISK
SEC-007275,2026-02-19 22:09:00,22,BLR-MGROAD-11,MG Road Brigade Jn,2.25,54.4,113.8,7.53,5.62,1.19,0.64,0.86,MEDIUM,0,SYNTHETIC_V2V_COLLISION_RISK
SEC-007276,2026-03-14 09:37:00,9,BLR-MGROAD-11,MG Road Brigade Jn,9.29,62.6,70.7,4.07,8.74,1.55,0.49,0.25,HIGH,1,SYNTHETIC_V2V_COLLISION_RISK
SEC-007277,2026-03-07 10:34:00,10,BLR-SILK-01,Silk Board Junction,2.4,82.8,62.4,2.71,3.51,2.17,0.79,0.51,HIGH,1,SYNTHETIC_V2V_COLLISION_RISK
SEC-007278,2026-01-20 00:19:00,0,BLR-HEBBL-04,Hebbal Flyover,11.35,75.2,66.7,3.19,8.29,0.98,0.78,0.22,CRITICAL,1,SYNTHETIC_V2V_COLLISION_RISK
SEC-007279,2026-02-03 20:20:00,20,BLR-INDIRA-10,Indiranagar 100ft Road,9.45,28.8,137.7,17.21,7.06,1.37,0.59,0.9,HIGH,1,SYNTHETIC_V2V_COLLISION_RISK
SEC-007280,2026-03-18 10:48:00,10,BLR-HEBBL-04,Hebbal Flyover,3.67,59.9,43.8,2.63,2.81,1.08,0.37,0.41,HIGH,1,SYNTHETIC_V2V_COLLISION_RISK
SEC-007281,2026-03-13 22:23:00,22,BLR-WFIELD-07,Whitefield ITPL Main Gate,3.54,71.7,64.5,3.24,9.08,2.01,0.45,0.36,HIGH,1,SYNTHETIC_V2V_COLLISION_RISK
SEC-007282,2026-03-03 23:38:00,23,BLR-WFIELD-07,Whitefield ITPL Main Gate,5.65,25.2,47.6,6.8,3.79,2.08,0.45,0.96,HIGH,1,SYNTHETIC_V2V_COLLISION_RISK
SEC-007283,2026-03-12 04:16:00,4,BLR-ORR-08,Outer Ring Road Sarjapur Jn,11.35,84.2,26.8,1.15,11.66,1.03,0.68,0.22,CRITICAL,1,SYNTHETIC_V2V_COLLISION_RISK
SEC-007284,2026-01-02 02:54:00,2,BLR-WFIELD-07,Whitefield ITPL Main Gate,6.37,70.3,31.3,1.6,10.73,2.06,0.65,0.95,CRITICAL,1,SYNTHETIC_V2V_COLLISION_RISK
SEC-007285,2026-03-08 13:44:00,13,BLR-BELLAN-06,Bellandur EcoSpace,5.86,47.2,48.4,3.69,9.8,1.44,0.63,0.49,HIGH,1,SYNTHETIC_V2V_COLLISION_RISK
SEC-007286,2026-01-25 16:58:00,16,BLR-WFIELD-07,Whitefield ITPL Main Gate,3.25,68.0,139.8,7.4,8.93,1.05,0.69,0.87,MEDIUM,0,SYNTHETIC_V2V_COLLISION_RISK
SEC-007287,2026-02-09 17:19:00,17,BLR-WFIELD-07,Whitefield ITPL Main Gate,4.12,42.0,85.0,7.29,11.42,1.35,0.83,0.9,MEDIUM,0,SYNTHETIC_V2V_COLLISION_RISK
SEC-007288,2026-02-25 07:14:00,7,BLR-BELLAN-06,Bellandur EcoSpace,8.65,49.0,14.0,1.03,3.1,2.17,0.37,0.87,CRITICAL,1,SYNTHETIC_V2V_COLLISION_RISK
SEC-007289,2026-02-21 09:44:00,9,BLR-BELLAN-06,Bellandur EcoSpace,9.75,24.7,36.5,5.32,10.68,1.89,0.77,0.23,HIGH,1,SYNTHETIC_V2V_COLLISION_RISK
SEC-007290,2026-02-23 08:00:00,8,BLR-ECITY-02,Electronic City Toll,10.46,73.9,115.2,5.61,6.65,1.19,0.36,0.92,CRITICAL,1,SYNTHETIC_V2V_COLLISION_RISK
SEC-007291,2026-02-26 23:55:00,23,BLR-MGROAD-11,MG Road Brigade Jn,9.8,83.7,57.5,2.47,2.93,1.57,0.49,0.39,CRITICAL,1,SYNTHETIC_V2V_COLLISION_RISK
SEC-007292,2026-01-23 13:34:00,13,BLR-ECITY-02,Electronic City Toll,6.21,83.2,103.4,4.47,6.8,2.07,0.55,0.57,HIGH,1,SYNTHETIC_V2V_COLLISION_RISK
SEC-007293,2026-01-15 21:23:00,21,BLR-BELLAN-06,Bellandur EcoSpace,6.31,73.8,80.4,3.92,10.87,1.31,0.44,0.45,HIGH,1,SYNTHETIC_V2V_COLLISION_RISK
SEC-007294,2026-02-02 14:20:00,14,BLR-MGROAD-11,MG Road Brigade Jn,4.08,29.1,31.6,3.91,3.65,1.44,0.67,0.76,MEDIUM,0,SYNTHETIC_V2V_COLLISION_RISK
SEC-007295,2026-01-20 11:49:00,11,BLR-MGROAD-11,MG Road Brigade Jn,3.62,84.0,100.9,4.32,11.71,2.17,0.39,0.4,MEDIUM,0,SYNTHETIC_V2V_COLLISION_RISK
SEC-007296,2026-02-03 04:00:00,4,BLR-INDIRA-10,Indiranagar 100ft Road,6.68,20.4,100.4,17.72,9.16,1.21,0.37,0.42,MEDIUM,0,SYNTHETIC_V2V_COLLISION_RISK
SEC-007297,2026-01-31 20:44:00,20,BLR-SILK-01,Silk Board Junction,4.83,62.6,72.6,4.18,7.87,1.89,0.84,0.44,HIGH,1,SYNTHETIC_V2V_COLLISION_RISK
SEC-007298,2026-01-09 00:52:00,0,BLR-HEBBL-04,Hebbal Flyover,4.77,45.6,100.6,7.94,9.81,1.43,0.59,0.41,MEDIUM,0,SYNTHETIC_V2V_COLLISION_RISK
SEC-007299,2026-01-13 08:01:00,8,BLR-MGROAD-11,MG Road Brigade Jn,8.49,57.5,137.6,8.61,10.2,0.71,0.62,0.67,HIGH,1,SYNTHETIC_V2V_COLLISION_RISK
SEC-007300,2026-01-02 17:00:00,17,BLR-KORAM-09,Koramangala Sony World Jn,4.55,85.0,130.3,5.52,4.21,1.65,0.43,0.72,HIGH,1,SYNTHETIC_V2V_COLLISION_RISK
SEC-007301,2026-03-27 21:51:00,21,BLR-ECITY-02,Electronic City Toll,2.33,41.2,95.5,8.34,7.52,2.0,0.51,0.82,MEDIUM,0,SYNTHETIC_V2V_COLLISION_RISK
SEC-007302,2026-01-18 18:28:00,18,BLR-HEBBL-04,Hebbal Flyover,5.2,42.6,62.4,5.27,4.65,2.18,0.6,0.67,HIGH,1,SYNTHETIC_V2V_COLLISION_RISK
SEC-007303,2026-03-19 13:23:00,13,BLR-MARATH-05,Marathahalli Bridge,3.86,64.2,115.1,6.45,10.42,1.55,0.37,0.36,MEDIUM,0,SYNTHETIC_V2V_COLLISION_RISK
SEC-007304,2026-02-22 22:26:00,22,BLR-BELLAN-06,Bellandur EcoSpace,2.14,60.8,107.9,6.39,5.84,2.04,0.46,0.45,MEDIUM,0,SYNTHETIC_V2V_COLLISION_RISK
SEC-007305,2026-01-23 05:55:00,5,BLR-KORAM-09,Koramangala Sony World Jn,8.57,82.2,47.9,2.1,10.11,1.82,0.73,0.6,CRITICAL,1,SYNTHETIC_V2V_COLLISION_RISK
SEC-007306,2026-01-13 19:49:00,19,BLR-BELLAN-06,Bellandur EcoSpace,2.51,83.6,95.3,4.1,11.39,1.28,0.53,0.43,MEDIUM,0,SYNTHETIC_V2V_COLLISION_RISK
SEC-007307,2026-01-28 05:59:00,5,BLR-MGROAD-11,MG Road Brigade Jn,4.88,61.0,75.6,4.46,4.23,0.78,0.7,0.5,HIGH,1,SYNTHETIC_V2V_COLLISION_RISK
SEC-007308,2026-03-22 23:28:00,23,BLR-ECITY-02,Electronic City Toll,5.2,83.5,67.4,2.91,4.15,1.6,0.53,0.35,HIGH,1,SYNTHETIC_V2V_COLLISION_RISK
SEC-007309,2026-01-08 00:49:00,0,BLR-WFIELD-07,Whitefield ITPL Main Gate,8.38,29.0,26.1,3.24,4.61,1.82,0.52,0.85,HIGH,1,SYNTHETIC_V2V_COLLISION_RISK
SEC-007310,2026-01-11 16:03:00,16,BLR-HEBBL-04,Hebbal Flyover,5.67,69.9,31.3,1.61,9.37,1.58,0.42,0.43,CRITICAL,1,SYNTHETIC_V2V_COLLISION_RISK
SEC-007311,2026-02-13 11:09:00,11,BLR-INDIRA-10,Indiranagar 100ft Road,7.82,37.6,54.0,5.17,5.22,1.91,0.38,0.74,HIGH,1,SYNTHETIC_V2V_COLLISION_RISK
